% Model:              nanoholes_rw_sweep.mph
% Version:            COMSOL 6.0.0.405
% Date:               Apr 15 2024, 11:39
% Table:              Table 1 - Reflectance, Transmittance, and Absorptance (ewfd)
% r (nm)                 h_meta (nm)              freq (THz)               reflection (1)           transmission (1)         reflection_phi (rad)     transmission_phi (rad)
19.999999999999996       1400                     304.66713211382114       0.3018080569636308       0.6981919430364042       -1.3729291967237651      2.2547609931702213
19.999999999999996       1409.9999999999998       304.66713211382114       0.3037900376947283       0.6962099623051705       -2.253723423293247       1.8137335527591731
19.999999999999996       1420                     304.66713211382114       0.3052284107379707       0.6947715892620564       -3.132205355916078       1.373204976067719
19.999999999999996       1430                     304.66713211382114       0.3059073688665003       0.6940926311339835       2.273990332544692        0.9330680941041424
19.999999999999996       1440                     304.66713211382114       0.3056590940795537       0.6943409059204675       1.3972193837633355       0.49296126412424734
19.999999999999996       1450                     304.66713211382114       0.3045275323011765       0.6954724676989988       0.5195372336629658       0.05263100325902169
19.999999999999996       1459.9999999999998       304.66713211382114       0.30277770766445916      0.6972222923356354       -0.36013549496963687     -0.38817880963661744
19.999999999999996       1470                     304.66713211382114       0.30069480873355525      0.69930519126649         -1.2423734687709778      -0.8295578232716081
19.999999999999996       1479.9999999999998       304.66713211382114       0.29868493407960045      0.7013150659204468       -2.1274314672273142      -1.2715867787815671
19.999999999999996       1490                     304.66713211382114       0.2970918522839274       0.7029081477160675       -3.0150376120065516      -1.7142270795054786
19.999999999999996       1499.9999999999998       304.66713211382114       0.2962738888851831       0.7037261111147644       2.3789236151551476       -2.157209365661911
22                       1400                     304.66713211382114       0.30018693195124063      0.6998130680485946       -1.2346834887650728      2.3246137431678044
22                       1409.9999999999998       304.66713211382114       0.30261319920669894      0.6973868007934616       -2.1149130746632574      1.8839914908088051
22                       1420                     304.66713211382114       0.30454486339698533      0.6954551366031148       -2.9922840340224757      1.443988616290507
22                       1430                     304.66713211382114       0.3056045282688861       0.6943954717310108       2.4156327293977395       1.0045011590814779
22                       1440                     304.66713211382114       0.3056529855552503       0.6943470144447907       1.5411105167183328       0.5652019748506323
22                       1450                     304.66713211382114       0.30462744282662757      0.6953725571733361       0.665807438857548        0.1256695792983745
22                       1459.9999999999998       304.66713211382114       0.30277355713748216      0.6972264428625453       -0.2113515428518005      -0.3142625910408047
22                       1470                     304.66713211382114       0.30038408839613595      0.6996159116039319       -1.0913947668598738      -0.7548693224120078
22                       1479.9999999999998       304.66713211382114       0.29791131311947266      0.7020886868807544       -1.9747735390647272      -1.196251040013884
22                       1490                     304.66713211382114       0.2958552089885951       0.7041447910113396       -2.861281763214834       -1.638361356309112
22                       1499.9999999999998       304.66713211382114       0.29457334947747577      0.705426650521838        2.533016548184205        -2.080994025573438
24                       1400                     304.66713211382114       0.29821933044694954      0.7017806695528075       -1.0881498408360386      2.3985740812188694
24                       1409.9999999999998       304.66713211382114       0.3011138101904371       0.6988861898095315       -1.9682049164965862      1.9582531671026302
24                       1420                     304.66713211382114       0.3035566789579547       0.696443321042019        -2.84462953510092        1.5187622927278994
24                       1430                     304.66713211382114       0.30515488844634775      0.694845111553241        2.5648599356644755       1.0799273708094075
24                       1440                     304.66713211382114       0.3055690711478768       0.6944309288520487       1.6924386412568797       0.641367276559081
24                       1450                     304.66713211382114       0.30476308667919605      0.6952369133207359       0.8198056230736581       0.202771629303151
24                       1459.9999999999998       304.66713211382114       0.30289866232122115      0.6971013376787293       -0.05466750174351462     -0.23625241789360432
24                       1470                     304.66713211382114       0.3002749398576213       0.6997250601422936       -0.9321425428791849      -0.6759881865566086
24                       1479.9999999999998       304.66713211382114       0.2973809402288413       0.7026190597710177       -1.8133508127800144      -1.1165998064776623
24                       1490                     304.66713211382114       0.29478753770515387      0.7052124622976469       -2.6983216662439533      -1.5580641679932217
24                       1499.9999999999998       304.66713211382114       0.29295972078901045      0.70704027921111         2.6967087989052114       -2.000257413610916
25.999999999999996       1400                     304.66713211382114       0.295871200000421        0.7041287999995873       -0.9334531473691322      2.4765032381038843
25.999999999999996       1409.9999999999998       304.66713211382114       0.2991986129704197       0.7008013870295385       -1.8137417829287235      2.036421892026143
25.999999999999996       1420                     304.66713211382114       0.3022240810055946       0.6977759189942874       -2.689521208064973       1.5973920326328719
25.999999999999996       1430                     304.66713211382114       0.3043988463754055       0.6956011536245111       2.7212142008552536       1.1591149464851513
25.999999999999996       1440                     304.66713211382114       0.3053548264112214       0.6946451735888954       1.850831805177262        0.7213255801285806
25.999999999999996       1450                     304.66713211382114       0.30489434804156784      0.6951056519582846       0.9808459338430561       0.2836378235283753
25.999999999999996       1459.9999999999998       304.66713211382114       0.3031557938139337       0.6968442061862463       0.10939836167507416      -0.1543931811726422
25.999999999999996       1470                     304.66713211382114       0.3004010909971019       0.6995989090029643       -0.7651235858619879      -0.5931534821986292
25.999999999999996       1479.9999999999998       304.66713211382114       0.29713589272658847      0.7028641072735671       -1.643692912684335       -1.0328421971487158
25.999999999999996       1490                     304.66713211382114       0.29396696249650045      0.7060330375037346       -2.5266687983308382      -1.473552301200797
25.999999999999996       1499.9999999999998       304.66713211382114       0.29152333274150066      0.7084766672584505       2.869626145435735        -1.9151457374125314
28                       1400                     304.66713211382114       0.2931832273777937       0.7068167726217385       -0.7704526009247226      2.558412289324219
28                       1409.9999999999998       304.66713211382114       0.296872533010554        0.7031274669896761       -1.6513405779767956      2.118484980669313
28                       1420                     304.66713211382114       0.30048373700293707      0.6995162629971517       -2.5270723611258084      1.6797692346226025
