% Model:              nanoholes_rw_sweep.mph
% Version:            COMSOL 6.0.0.405
% Date:               Mar 29 2024, 09:31
% Table:              Table 1 - Global Evaluation 1
% r (nm)                 h_meta (nm)              freq (THz)               reflection (1)           transmission (1)         reflection_phi (rad)     transmission_phi (rad)
0.9999999999999999       50                       304.66713211382114       0.30644755092783         0.693552449072147        -1.5322376421759385      -0.9703641916665368
0.9999999999999999       100                      304.66713211382114       0.3064429144374834       0.693557085562036        0.3068381198219634       3.0907591104773906
0.9999999999999999       150                      304.66713211382114       0.3064837699656716       0.6935162300343222       2.146037787248132        0.8687306154566342
0.9999999999999999       200                      304.66713211382114       0.3064369088849221       0.6935630911151136       -2.2981470827602544      -1.3533168021848019
0.9999999999999999       250                      304.66713211382114       0.3064518273979335       0.6935481726018883       -0.45911442865103413     2.7078114479209954
0.9999999999999999       300                      304.66713211382114       0.3064565941571549       0.6935434058427875       1.3801231186974938       0.4857960665039632
0.9999999999999999       350                      304.66713211382114       0.30644035749392373      0.6935596425061473       -3.064016258326182       -1.736268003102923
0.9999999999999999       400                      304.66713211382114       0.3064510091526184       0.693548990847378        -1.2250062150638676      2.3248482007942353
0.9999999999999999       450                      304.66713211382114       0.3064518970054117       0.6935481029946201       0.6142426397414155       0.10284852785698193
0.9999999999999999       500                      304.66713211382114       0.3064480723127966       0.6935519276872959       2.453269589783498        -2.119198516883262
0.9999999999999999       550                      304.66713211382114       0.3064806445534273       0.6935193554466166       -1.9908926657573316      1.9418980360755076
0.9999999999999999       600                      304.66713211382114       0.30643064253883884      0.6935693574612789       -0.15170593802148516     -0.28012015736270757
0.9999999999999999       650                      304.66713211382114       0.30644494563851826      0.6935550543614332       1.6873835350343147       -2.5021697929786257
0.9999999999999999       700                      304.66713211382114       0.30646959794326967      0.6935304020579914       -2.7567470619886936      1.5589626813900321
0.9999999999999999       749.9999999999999        304.66713211382114       0.3064453740637852       0.6935546259361509       -0.9176083009417731      -0.6630626981255464
0.9999999999999999       800                      304.66713211382114       0.3064199961939354       0.6935800038068335       0.9214681681250012       -2.8851202196548056
0.9999999999999999       849.9999999999999        304.66713211382114       0.3064912888898158       0.693508711109984        2.760595106823566        1.1760302765635628
0.9999999999999999       900                      304.66713211382114       0.306451869456197        0.6935481305436948       -1.6835235976178748      -1.0460152556794704
0.9999999999999999       949.9999999999999        304.66713211382114       0.30644297139926047      0.6935570286009491       0.15551262863561632      3.015113056786878
0.9999999999999999       1000                     304.66713211382114       0.30646414753359197      0.6935358524662535       1.9947118827641876       0.7930785352161066
0.9999999999999999       1050                     304.66713211382114       0.30645272389274314      0.6935472761073415       -2.4494313490870714      -1.4289657357484955
0.9999999999999999       1100                     304.66713211382114       0.3064480016008854       0.6935519983990459       -0.6104065029213024      2.6321471580395417
0.9999999999999999       1149.9999999999998       304.66713211382114       0.3064519433245271       0.6935480566754293       1.2288309905751935       0.41013285660706045
0.9999999999999999       1200                     304.66713211382114       0.30644890104265166      0.6935510989571797       3.067862993207398        -1.8119249599662457
0.9999999999999999       1250                     304.66713211382114       0.3064617942825929       0.6935382057175353       -1.3763092967580075      2.2491966939648638
0.9999999999999999       1300                     304.66713211382114       0.30644031945944666      0.6935596805405037       0.46292170444682346      0.02716149978945692
0.9999999999999999       1349.9999999999998       304.66713211382114       0.30644532871450214      0.6935546712852582       2.3019603328697036       -2.1948642714310354
0.9999999999999999       1400                     304.66713211382114       0.3064737370138794       0.6935262629860489       -2.14217579909821        1.8662558972657088
0.9999999999999999       1450                     304.66713211382114       0.3064350930835363       0.6935649069167116       -0.30301673668771895     -0.3557874353256027
0.9999999999999999       1499.9999999999998       304.66713211382114       0.30643838159182046      0.6935616184084157       1.5360401419525733       -2.5778310549865004
0.9999999999999999       1550                     304.66713211382114       0.30646735313799245      0.6935326468622474       -2.9080649953104363      1.4833016890663941
0.9999999999999999       1600                     304.66713211382114       0.30644625993149227      0.693553740068432        -1.0689385426493765      -0.7387244251720625
0.9999999999999999       1650                     304.66713211382114       0.30643437184196415      0.6935656281579659       0.7701565725005542       -2.960777902487049
0.9999999999999999       1699.9999999999998       304.66713211382114       0.30647512757612044      0.6935248724238474       2.609247511156387        1.1003720737145022
0.9999999999999999       1750                     304.66713211382114       0.30645189643887805      0.6935481035611586       -1.834879237959492       -1.1217004698198383
0.9999999999999999       1800                     304.66713211382114       0.3064503603178373       0.6935496396821305       0.004193634287753128     2.9394485265308736
0.9999999999999999       1849.9999999999998       304.66713211382114       0.3064679759243233       0.6935320240753581       1.843391052482387        0.7174355099796331
0.9999999999999999       1899.9999999999998       304.66713211382114       0.30645809569431         0.6935419043059329       -2.6007113457252453      -1.504609811841161
0.9999999999999999       1949.9999999999998       304.66713211382114       0.30644606081560266      0.69355393918437         -0.7617544666996723      2.5564670702343655
0.9999999999999999       2000                     304.66713211382114       0.3064611791773442       0.6935388208225064       1.0775036359347143       0.3344884651125755
11                       50                       304.66713211382114       0.303861151026756        0.6961388489732767       -1.5187324463887586      -0.9647438472677898
11                       100                      304.66713211382114       0.3041495833262256       0.6958504166737739       0.3208609369467258       3.099025462614671
11                       150                      304.66713211382114       0.3062936880687338       0.6937063119312206       2.1756251953778          0.8831539674372225
11                       200                      304.66713211382114       0.3033774504021586       0.6966225495977165       -2.257558577196959       -1.3338158312198767
11                       250                      304.66713211382114       0.3047310438651954       0.6952689561348562       -0.41708771254614674     2.7301778240960948
11                       300                      304.66713211382114       0.3060433605733031       0.6939566394266662       1.4397666387235846       0.5148047097504324
