% Model:              nanoholes_rw_sweep.mph
% Version:            COMSOL 6.0.0.405
% Date:               Apr 8 2024, 12:42
% Table:              Table 1 - Global Evaluation 1
% r (nm)                 h_meta (nm)              freq (THz)               reflection (1)           transmission (1)         reflection_phi (rad)     transmission_phi (rad)
19.999999999999996       1000                     304.66713211382114       0.3058864800670088       0.6941135199330447       2.5527072388078484       1.072491791323245
19.999999999999996       1010                     304.66713211382114       0.30568085460017264      0.6943191453998349       1.6759260075085174       0.6323598380455633
19.999999999999996       1019.9999999999999       304.66713211382114       0.30459886612431875      0.695401133875712        0.7982957339435088       0.19206142717963215
19.999999999999996       1030                     304.66713211382114       0.30284632624037944      0.6971536737595116       -0.0812751228615493      -0.24871599346392476
19.999999999999996       1039.9999999999998       304.66713211382114       0.30076941719906775      0.6992305828008417       -0.9633494558695407      -0.6900551033610498
19.999999999999996       1050                     304.66713211382114       0.2987502491399732       0.7012497508601241       -1.848391770495151       -1.1321025167302146
19.999999999999996       1060                     304.66713211382114       0.2971661574461999       0.7028338425538113       -2.735841597700338       -1.5746794257293082
19.999999999999996       1070                     304.66713211382114       0.2962929347472787       0.7037070652526152       2.658053331105116        -2.017691092092969
19.999999999999996       1080                     304.66713211382114       0.29633566413616846      0.7036643358639337       1.7683000739450718       -2.4607933766790673
19.999999999999996       1090                     304.66713211382114       0.29728988241761467      0.7027101175823848       0.8791921835491535       -2.903764217828934
19.999999999999996       1100                     304.66713211382114       0.29897068952669914      0.7010293104732913       -0.00808498947693861     2.936873067600928
22                       1000                     304.66713211382114       0.30563764311361163      0.6943623568861746       2.6516698306018633       1.1224012701164094
22                       1010                     304.66713211382114       0.3056228393018426       0.6943771606981857       1.7770870780358337       0.6830676271916399
22                       1019.9999999999999       304.66713211382114       0.3045448914231303       0.6954551085768674       0.9017807907413132       0.24356295425103386
22                       1030                     304.66713211382114       0.3026346479871647       0.6973653520127988       0.024467150256685038     -0.1964145439037492
22                       1039.9999999999998       304.66713211382114       0.30022988177327126      0.6997701182266918       -0.855802903368965       -0.6370610612074754
22                       1050                     304.66713211382114       0.2977883435012569       0.7022116564987015       -1.739349105633498       -1.0784937069117708
22                       1060                     304.66713211382114       0.29574467887013334      0.7042553211299395       -2.626036042259242       -1.520641911664369
22                       1070                     304.66713211382114       0.29453706124806167      0.7054629387518809       2.768204389571017        -1.9632822638817593
22                       1080                     304.66713211382114       0.2943461227410803       0.7056538772589794       1.8782048359770864       -2.4061820911155976
22                       1090                     304.66713211382114       0.29525928748041785      0.7047407125197138       0.9887378511851794       -2.848942484534149
22                       1100                     304.66713211382114       0.2970696172587192       0.7029303827416592       0.10117503725210615      2.9918904692364983
24                       1000                     304.66713211382114       0.305294687770009        0.6947053122300525       2.755920222368956        1.175091925112457
24                       1010                     304.66713211382114       0.3055225830580816       0.6944774169417124       1.8835635797478312       0.736563719351186
24                       1019.9999999999999       304.66713211382114       0.30452136281051784      0.6954786371893703       1.010771301935023        0.2979220221912662
24                       1030                     304.66713211382114       0.30250006074125646      0.6974999392583726       0.1359241998939857       -0.14119995356331544
24                       1039.9999999999998       304.66713211382114       0.2998061756230795       0.7001938243769843       -0.7421234390441555      -0.5810569558076504
24                       1050                     304.66713211382114       0.2969478886654901       0.7030521113344659       -1.6239832299758252      -1.0218141236812681
24                       1060                     304.66713211382114       0.2944213087988054       0.7055786912013586       -2.5095441785847825      -1.4634088329504273
24                       1070                     304.66713211382114       0.29275830132906633      0.7072416986710882       2.8851219327012636       -1.905673174656217
24                       1080                     304.66713211382114       0.29225541361176177      0.7077445863881794       1.9950762441523933       -2.348275571852287
24                       1090                     304.66713211382114       0.29301879457796104      0.7069812054220335       1.1051936497014139       -2.7908257973322605
24                       1100                     304.66713211382114       0.2949107262663928       0.7050892737337212       0.2171718873345925       3.050193722966432
25.999999999999996       1000                     304.66713211382114       0.3047983754263543       0.6952016245736887       2.865160245087166        1.2304264250914665
25.999999999999996       1010                     304.66713211382114       0.3053706550297258       0.6946293449700895       1.9951510673064676       0.7927421051838834
25.999999999999996       1019.9999999999999       304.66713211382114       0.3045523771122909       0.6954476228877264       1.1248908662253854       0.3549698235960719
25.999999999999996       1030                     304.66713211382114       0.30247852374016954      0.6975214762590014       0.25272829512067335      -0.08323589914151709
25.999999999999996       1039.9999999999998       304.66713211382114       0.2995184020888604       0.7004815979113499       -0.6228007393708554      -0.5222127652694335
25.999999999999996       1050                     304.66713211382114       0.2962297656916708       0.7037702343082599       -1.5028611770818838      -0.9623232134157644
25.999999999999996       1060                     304.66713211382114       0.2932185445083134       0.7067814554919692       -2.386726838873644       -1.4031549576760867
25.999999999999996       1070                     304.66713211382114       0.2910397474088026       0.708960252591219        3.008612401983204        -1.8449601362628352
25.999999999999996       1080                     304.66713211382114       0.2901180388170619       0.7098819611829003       2.1186529323125547       -2.2872392401919357
25.999999999999996       1090                     304.66713211382114       0.2906518003864341       0.7093481996136075       1.2284240135013615       -2.729550979642258
25.999999999999996       1100                     304.66713211382114       0.292535046703725        0.7074649532961702       0.3398559288627499       3.1116683664782983
28                       1000                     304.66713211382114       0.3041171260096388       0.6958828739904069       2.9792971809634614       1.2883386473949052
28                       1010                     304.66713211382114       0.3051500351042927       0.6948499648956173       2.111474007828397        0.8514739902172355
28                       1019.9999999999999       304.66713211382114       0.30457738637282705      0.695422613627374        1.2439245195367088       0.41464443953761443
28                       1030                     304.66713211382114       0.30254257450989175      0.6974574254900467       0.37464290417876916      -0.02256832386885622
